"year","locationdesc","locationabbr","sex","shortquestiontext","questioncode","greater_risk_data_value","greater_risk_low_confidence_limit","greater_risk_high_confidence_limit","sample_size"
"2001","Utah","UT","Male","Considered suicide","H26","16.4202","12.7194","20.9394","504"
"2001","Utah","UT","Total","Sad or hopeless","H25","27.225","23.0721","31.8163","1068"
"2001","Utah","UT","Total","Considered suicide","H26","19.3624","17.2343","21.6845","1066"
"2001","Wisconsin","WI","Female","Sad or hopeless","H25","35.6571","32.3597","39.0963","1082"
"2001","Wisconsin","WI","Female","Considered suicide","H26","25.4302","22.4614","28.6465","1077"
"2001","Wisconsin","WI","Male","Sad or hopeless","H25","18.0926","15.4662","21.0538","1021"
"2001","Wisconsin","WI","Male","Considered suicide","H26","14.5839","12.2439","17.2831","1022"
"2001","Wisconsin","WI","Total","Sad or hopeless","H25","26.6973","24.0958","29.4707","2106"
"2001","Wisconsin","WI","Total","Considered suicide","H26","19.8834","17.8275","22.1126","2103"
"2001","Wyoming","WY","Female","Sad or hopeless","H25","33.064","30.1885","36.072","1350"
"2001","Wyoming","WY","Female","Considered suicide","H26","22.6378","20.0615","25.4396","1351"
"2001","Wyoming","WY","Male","Sad or hopeless","H25","19.9607","17.8354","22.2707","1392"
"2001","Wyoming","WY","Male","Considered suicide","H26","14.5561","12.9662","16.3043","1391"
"2001","Wyoming","WY","Total","Sad or hopeless","H25","26.1877","24.4107","28.046","2765"
"2001","Wyoming","WY","Total","Considered suicide","H26","18.5085","17.11","19.9937","2765"
"2003","Alaska","AK","Female","Sad or hopeless","H25","30.1468","26.9843","33.5099","707"
"2003","Alaska","AK","Female","Considered suicide","H26","21.0718","17.812","24.7486","706"
"2003","Alaska","AK","Male","Sad or hopeless","H25","20.7865","17.7581","24.1794","757"
"2003","Alaska","AK","Male","Considered suicide","H26","12.668","10.0563","15.8386","757"
"2003","Alaska","AK","Total","Sad or hopeless","H25","25.2482","22.7176","27.9587","1473"
"2003","Alaska","AK","Total","Considered suicide","H26","16.6579","14.3979","19.193","1472"
"2003","Alabama","AL","Female","Sad or hopeless","H25","31.257","27.4687","35.3135","568"
"2003","Alabama","AL","Female","Considered suicide","H26","17.2137","13.792","21.2748","567"
"2003","Alabama","AL","Male","Sad or hopeless","H25","23.1055","19.1828","27.5569","516"
"2003","Alabama","AL","Male","Considered suicide","H26","11.6106","9.1293","14.6575","516"
"2003","Alabama","AL","Total","Sad or hopeless","H25","27.126","24.613","29.7942","1085"
"2003","Alabama","AL","Total","Considered suicide","H26","14.3512","12.1313","16.8993","1083"
"2003","Arizona","AZB","Female","Sad or hopeless","H25","40.4136","37.2516","43.6573","1694"
"2003","Arizona","AZB","Female","Considered suicide","H26","24.0485","20.7198","27.7248","1694"
"2003","Arizona","AZB","Male","Sad or hopeless","H25","21.6293","19.3473","24.1","1717"
"2003","Arizona","AZB","Male","Considered suicide","H26","12.7242","10.741","15.012","1717"
"2003","Arizona","AZB","Total","Sad or hopeless","H25","31.2729","28.8631","33.7883","3416"
"2003","Arizona","AZB","Total","Considered suicide","H26","18.5469","16.9464","20.2617","3416"
"2003","Delaware","DE","Female","Sad or hopeless","H25","33.7135","30.9913","36.5481","1552"
"2003","Delaware","DE","Female","Considered suicide","H26","19.9954","17.8514","22.3268","1547"
"2003","Delaware","DE","Male","Sad or hopeless","H25","20.9925","18.7112","23.4717","1450"
"2003","Delaware","DE","Male","Considered suicide","H26","11.0114","9.1619","13.18","1451"
"2003","Delaware","DE","Total","Sad or hopeless","H25","27.372","25.556","29.2663","3034"
"2003","Delaware","DE","Total","Considered suicide","H26","15.5948","14.0723","17.2489","3029"
"2003","Florida","FL","Female","Sad or hopeless","H25","37.6317","35.7181","39.5847","2136"
"2003","Florida","FL","Female","Considered suicide","H26","20.4271","19.0333","21.8953","2128"
"2003","Florida","FL","Male","Sad or hopeless","H25","22.7235","21.1422","24.3866","1909"
